bin,m/z,Depth0
520,0.09091356333590041,0
521,0.09145310852165685,0
522,0.09199424999494507,0
523,0.0925369877557652,0
524,0.09308132180411705,0
525,0.09362725214000081,0
526,0.09417477876341637,0
527,0.09472390167436372,0
528,0.09527462087284295,0
529,0.09582693635885395,0
530,0.09638084813239683,0
531,0.09693635619347145,0
532,0.09749346054207798,0
533,0.09805216117821634,0
534,0.09861245810188642,0
535,0.09917435131308842,0
536,0.09973784081182216,0
537,0.1003029265980878,0
538,0.10086960867188528,0
539,0.10143788703321449,0
540,0.1020077616820756,0
541,0.10257923261846845,0
542,0.10315229984239323,0
543,0.10372696335384983,0
544,0.10430322315283815,0
545,0.10488107923935838,0
546,0.10546053161341035,0
547,0.10604158027499425,0
548,0.10662422522410996,0
549,0.10720846646075739,0
550,0.10779430398493677,0
551,0.10838173779664784,0
552,0.10897076789589086,0
553,0.10956139428266565,0
554,0.11015361695697225,0
555,0.11074743591881073,0
556,0.11134285116818092,0
557,0.11193986270508306,0
558,0.11253847052951697,0
559,0.11313867464148268,0
560,0.11374047504098028,0
561,0.1143438717280096,0
562,0.11494886470257086,0
563,0.11555545396466389,0
564,0.11616363951428872,0
565,0.11677342135144544,0
566,0.11738479947613388,0
567,0.11799777388835425,0
568,0.1186123445881064,0
569,0.11922851157539034,0
570,0.11984627485020619,0
571,0.12046563441255374,0
572,0.12108659026243324,0
573,0.12170914239984451,0
574,0.12233329082478757,0
575,0.12295903553726249,0
576,0.1235863765372692,0
577,0.12421531382480781,0
578,0.12484584739987821,0
579,0.12547797726248042,0
580,0.12611170341261443,0
581,0.1267470258502803,0
582,0.12738394457547803,0
583,0.1280224595882075,0
584,0.12866257088846883,0
585,0.12930427847626197,0
586,0.12994758235158693,0
587,0.1305924825144438,0
588,0.1312389789648324,0
589,0.13188707170275285,0
590,0.13253676072820508,0
591,0.1331880460411892,0
592,0.13384092764170516,0
593,0.13449540552975287,0
594,0.13515147970533245,0
595,0.1358091501684438,0
596,0.13646841691908704,0
597,0.13712927995726204,0
598,0.13779173928296895,0
599,0.13845579489620763,0
600,0.1391214467969781,0
601,0.13978869498528046,0
602,0.14045753946111458,0
603,0.14112798022448064,0
604,0.14180001727537841,0
605,0.14247365061380807,0
606,0.1431488802397695,0
607,0.14382570615326276,0
608,0.14450412835428791,0
609,0.1451841468428448,0
610,0.14586576161893355,0
611,0.1465489726825541,0
612,0.1472337800337065,0
613,0.14792018367239076,0
614,0.14860818359860675,0
615,0.14929777981235465,0
616,0.1499889723136343,0
617,0.15068176110244583,0
618,0.15137614617878922,0
619,0.1520721275426643,0
620,0.15276970519407135,0
621,0.15346887913301013,0
622,0.15416964935948077,0
623,0.15487201587348326,0
624,0.15557597867501746,0
625,0.15628153776408363,0
626,0.15698869314068153,0
627,0.1576974448048113,0
628,0.1584077927564729,0
629,0.15911973699566623,0
630,0.15983327752239151,0
631,0.16054841433664857,0
632,0.1612651474384374,0
633,0.16198347682775815,0
634,0.16270340250461057,0
635,0.16342492446899498,0
636,0.16414804272091107,0
637,0.1648727572603591,0
638,0.16559906808733899,0
639,0.16632697520185052,0
640,0.16705647860389405,0
641,0.16778757829346924,0
642,0.16852027427057642,0
643,0.1692545665352154,0
644,0.16999045508738608,0
645,0.1707279399270887,0
646,0.17146702105432302,0
647,0.17220769846908932,0
648,0.1729499721713874,0
649,0.1736938421612172,0
650,0.17443930843857897,0
651,0.1751863710034724,0
652,0.17593502985589785,0
653,0.17668528499585506,0
654,0.177437136423344,0
655,0.17819058413836486,0
656,0.1789456281409174,0
657,0.17970226843100193,0
658,0.18046050500861818,0
659,0.18122033787376632,0
660,0.1819817670264463,0
661,0.18274479246665798,0
662,0.18350941419440162,0
663,0.184275632209677,0
664,0.18504344651248422,0
665,0.18581285710282333,0
666,0.18658386398069413,0
667,0.18735646714609688,0
668,0.18813066659903138,0
669,0.18890646233949773,0
670,0.18968385436749596,0
671,0.19046284268302588,0
672,0.19124342728608776,0
673,0.19202560817668135,0
674,0.19280938535480685,0
675,0.1935947588204642,0
676,0.1943817285736532,0
677,0.1951702946143742,0
678,0.19596045694262698,0
679,0.19675221555841155,0
680,0.19754557046172797,0
681,0.19834052165257615,0
682,0.19913706913095627,0
683,0.19993521289686816,0
684,0.20073495295031182,0
685,0.20153628929128736,0
686,0.2023392219197947,0
687,0.20314375083583391,0
688,0.20394987603940493,0
689,0.20475759753050773,0
690,0.2055669153091424,0
691,0.20637782937530882,0
692,0.20719033972900716,0
693,0.2080044463702373,0
694,0.2088201492989992,0
695,0.20963744851529298,0
696,0.21045634401911853,0
697,0.21127683581047602,0
698,0.21209892388936527,0
699,0.2129226082557863,0
700,0.21374788890973917,0
701,0.21457476585122384,0
702,0.2154032390802404,0
703,0.2162333085967888,0
704,0.217064974400869,0
705,0.21789823649248097,0
706,0.21873309487162482,0
707,0.2195695495383004,0
708,0.22040760049250796,0
709,0.22124724773424725,0
710,0.22208849126351835,0
711,0.22293133108032132,0
712,0.22377576718465603,0
713,0.2246217995765227,0
714,0.22546942825592112,0
715,0.22631865322285133,0
716,0.2271694744773134,0
717,0.22802189201930725,0
718,0.22887590584883302,0
719,0.22973151596589048,0
720,0.2305887223704799,0
721,0.2314475250626011,0
722,0.23230792404225406,0
723,0.23316991930943895,0
724,0.23403351086415553,0
725,0.23489869870640406,0
726,0.23576548283618437,0
727,0.23663386325349653,0
728,0.23750383995834054,0
729,0.2383754129507162,0
730,0.23924858223062387,0
731,0.24012334779806327,0
732,0.24099970965303452,0
733,0.24187766779553765,0
734,0.24275722222557244,0
735,0.24363837294313923,0
736,0.24452111994823772,0
737,0.24540546324086812,0
738,0.24629140282103038,0
739,0.2471789386887243,0
740,0.2480680708439502,0
741,0.24895879928670775,0
742,0.2498511240169973,0
743,0.2507450450348186,0
744,0.2516405623401717,0
745,0.2525376759330567,0
746,0.25343638581347333,0
747,0.254336691981422,0
748,0.2552385944369025,0
749,0.2561420931799147,0
750,0.25704718821045885,0
751,0.2579538795285347,0
752,0.2588621671341425,0
753,0.2597720510272821,0
754,0.26068353120795335,0
755,0.2615966076761566,0
756,0.2625112804318916,0
757,0.26342754947515845,0
758,0.2643454148059572,0
759,0.26526487642428753,0
760,0.2661859343301499,0
761,0.267108588523544,0
762,0.26803283900447006,0
763,0.26895868577292775,0
764,0.2698861288289173,0
765,0.27081516817243884,0
766,0.27174580380349206,0
767,0.2726780357220772,0
768,0.2736118639281939,0
769,0.27454728842184273,0
770,0.27548430920302336,0
771,0.2764229262717357,0
772,0.2773631396279799,0
773,0.2783049492717558,0
774,0.27924835520306374,0
775,0.28019335742190343,0
776,0.2811399559282749,0
777,0.2820881507221783,0
778,0.28303794180361325,0
779,0.2839893291725803,0
780,0.28494231282907917,0
781,0.2858968927731097,0
782,0.2868530690046722,0
783,0.28781084152376635,0
784,0.28877021033039246,0
785,0.28973117542455046,0
786,0.29069373680624017,0
787,0.29165789447546175,0
788,0.292623648432215,0
789,0.29359099867650024,0
790,0.29455994520831735,0
791,0.2955304880276661,0
792,0.2965026271345469,0
793,0.2974763625289592,0
794,0.2984516942109036,0
795,0.29942862218037986,0
796,0.30040714643738775,0
797,0.30138726698192764,0
798,0.30236898381399907,0
799,0.30335229693360255,0
800,0.3043372063407379,0
801,0.3053237120354049,0
802,0.3063118140176038,0
803,0.3073015122873346,0
804,0.30829280684459726,0
805,0.30928569768939157,0
806,0.3102801848217177,0
807,0.3112762682415757,0
808,0.3122739479489656,0
809,0.3132732239438874,0
810,0.31427409622634084,0
811,0.3152765647963261,0
812,0.31628062965384324,0
813,0.31728629079889226,0
814,0.31829354823147316,0
815,0.3193024019515857,0
816,0.3203128519592301,0
817,0.3213248982544063,0
818,0.3223385408371145,0
819,0.32335377970735446,0
820,0.32437061486512614,0
821,0.3253890463104297,0
822,0.326409074043265,0
823,0.3274306980636323,0
824,0.32845391837153126,0
825,0.32947873496696223,0
826,0.33050514784992485,0
827,0.3315331570204194,0
828,0.3325627624784457,0
829,0.3335939642240038,0
830,0.33462676225709387,0
831,0.3356611565777156,0
832,0.3366971471858693,0
833,0.3377347340815547,0
834,0.3387739172647719,0
835,0.3398146967355211,0
836,0.340857072493802,0
837,0.3419010445396148,0
838,0.34294661287295913,0
839,0.34399377749383564,0
840,0.3450425384022439,0
841,0.3460928955981839,0
842,0.3471448490816558,0
843,0.34819839885265935,0
844,0.3492535449111949,0
845,0.3503102872572623,0
846,0.35136862589086143,0
847,0.35242856081199253,0
848,0.3534900920206551,0
849,0.3545532195168498,0
850,0.3556179433005764,0
851,0.35668426337183456,0
852,0.3577521797306248,0
853,0.3588216923769465,0
854,0.3598928013108003,0
855,0.36096550653218595,0
856,0.3620398080411035,0
857,0.36311570583755237,0
858,0.3641931999215335,0
859,0.3652722902930464,0
860,0.3663529769520912,0
861,0.36743525989866777,0
862,0.3685191391327758,0
863,0.369604614654416,0
864,0.3706916864635881,0
865,0.37178035456029196,0
866,0.3728706189445277,0
867,0.3739624796162948,0
868,0.37505593657559416,0
869,0.3761509898224254,0
870,0.3772476393567884,0
871,0.37834588517868323,0
872,0.37944572728810944,0
873,0.38054716568506797,0
874,0.3816502003695584,0
875,0.3827548313415805,0
876,0.38386105860113445,0
877,0.38496888214821984,0
878,0.38607830198283744,0
879,0.38718931810498686,0
880,0.3883019305146681,0
881,0.3894161392118812,0
882,0.3905319441966256,0
883,0.39164934546890234,0
884,0.3927683430287109,0
885,0.39388893687605125,0
886,0.39501112701092345,0
887,0.3961349134333271,0
888,0.3972602961432629,0
889,0.3983872751407306,0
890,0.39951585042573007,0
891,0.4006460219982614,0
892,0.4017777898583241,0
893,0.40291115400591904,0
894,0.4040461144410458,0
895,0.40518267116370443,0
896,0.40632082417389487,0
897,0.4074605734716167,0
898,0.40860191905687077,0
899,0.4097448609296567,0
900,0.41088939908997435,0
901,0.41203553353782363,0
902,0.41318326427320484,0
903,0.41433259129611805,0
904,0.4154835146065631,0
905,0.41663603420453993,0
906,0.41779015009004833,0
907,0.41894586226308866,0
908,0.420103170723661,0
909,0.42126207547176514,0
910,0.42242257650740106,0
911,0.4235846738305686,0
912,0.42474836744126804,0
913,0.4259136573394995,0
914,0.42708054352526276,0
915,0.4282490259985578,0
916,0.42941910475938444,0
917,0.430590779807743,0
918,0.4317640511436336,0
919,0.432938918767056,0
920,0.43411538267801014,0
921,0.4352934428764959,0
922,0.4364730993625136,0
923,0.4376543521360633,0
924,0.43883720119714476,0
925,0.4400216465457581,0
926,0.4412076881819031,0
927,0.44239532610557974,0
928,0.44358456031678856,0
929,0.4447753908155292,0
930,0.4459678176018016,0
931,0.4471618406756057,0
932,0.44835746003694155,0
933,0.4495546756858094,0
934,0.4507534876222092,0
935,0.45195389584614076,0
936,0.45315590035760395,0
937,0.4543595011565989,0
938,0.4555646982431259,0
939,0.4567714916171848,0
940,0.4579798812787753,0
941,0.4591898672278978,0
942,0.46040144946455186,0
943,0.461614627988738,0
944,0.462829402800456,0
945,0.4640457738997056,0
946,0.46526374128648723,0
947,0.46648330496080037,0
948,0.46770446492264567,0
949,0.46892722117202273,0
950,0.4701515737089315,0
951,0.47137752253337223,0
952,0.4726050676453445,0
953,0.4738342090448489,0
954,0.4750649467318851,0
955,0.476297280706453,0
956,0.4775312109685529,0
957,0.47876673751818427,0
958,0.48000386035534776,0
959,0.48124257948004306,0
960,0.4824828948922701,0
961,0.4837248065920291,0
962,0.48496831457931955,0
963,0.4862134188541422,0
964,0.48746011941649664,0
965,0.4887084162663828,0
966,0.48995830940380086,0
967,0.4912097988287505,0
968,0.49246288454123227,0
969,0.4937175665412458,0
970,0.49497384482879103,0
971,0.4962317194038683,0
972,0.49749119026647703,0
973,0.49875225741661805,0
974,0.5000149208542908,0
975,0.5012791805794949,0
976,0.5025450365922313,0
977,0.5038124888924993,0
978,0.5050815374802993,0
979,0.5063521823556307,0
980,0.5076244235184943,0
981,0.5088982609688899,0
982,0.510173694706817,0
983,0.511450724732276,0
984,0.5127293510452667,0
985,0.5140095736457895,0
986,0.515291392533844,0
987,0.5165748077094303,0
988,0.5178598191725485,0
989,0.5191464269231982,0
990,0.5204346309613801,0
991,0.5217244312870938,0
992,0.5230158279003392,0
993,0.5243088208011165,0
994,0.5256034099894253,0
995,0.5268995954652663,0
996,0.5281973772286391,0
997,0.5294967552795437,0
998,0.5307977296179801,0
999,0.532100300243948,0
1000,0.5334044671574482,0
1001,0.5347102303584801,0
1002,0.5360175898470437,0
1003,0.5373265456231393,0
1004,0.5386370976867664,0
1005,0.5399492460379256,0
1006,0.5412629906766167,0
1007,0.5425783316028394,0
1008,0.5438952688165941,0
1009,0.5452138023178803,0
1010,0.5465339321066986,0
1011,0.5478556581830488,0
1012,0.5491789805469307,0
1013,0.5505038991983445,0
1014,0.5518304141372898,0
1015,0.5531585253637673,0
1016,0.5544882328777766,0
1017,0.5558195366793174,0
1018,0.5571524367683903,0
1019,0.5584869331449949,0
1020,0.5598230258091315,0
1021,0.5611607147607999,0
1022,0.5624999999999999,0
1023,0.5638408815267317,0
1024,0.5651833593409956,0
1025,0.5665274334427913,0
1026,0.5678731038321189,0
1027,0.5692203705089779,0
1028,0.5705692334733689,0
1029,0.5719196927252919,0
1030,0.5732717482647467,0
1031,0.5746254000917334,0
1032,0.5759806482062515,0
1033,0.5773374926083017,0
1034,0.5786959332978838,0
1035,0.5800559702749978,0
1036,0.5814176035396436,0
1037,0.5827808330918207,0
1038,0.58414565893153,0
1039,0.5855120810587713,0
1040,0.5868800994735444,0
1041,0.5882497141758493,0
1042,0.5896209251656856,0
1043,0.590993732443054,0
1044,0.5923681360079543,0
1045,0.5937441358603865,0
1046,0.5951217320003506,0
1047,0.5965009244278462,0
1048,0.5978817131428735,0
1049,0.599264098145433,0
1050,0.6006480794355243,0
1051,0.6020336570131475,0
1052,0.6034208308783022,0
1053,0.6048096010309887,0
1054,0.6061999674712073,0
1055,0.6075919301989576,0
1056,0.6089854892142399,0
1057,0.6103806445170539,0
1058,0.6117773961073993,0
1059,0.6131757439852771,0
1060,0.6145756881506866,0
1061,0.615977228603628,0
1062,0.6173803653441007,0
1063,0.6187850983721057,0
1064,0.6201914276876426,0
1065,0.6215993532907113,0
1066,0.6230088751813118,0
1067,0.6244199933594435,0
1068,0.6258327078251076,0
1069,0.6272470185783036,0
1070,0.6286629256190314,0
1071,0.630080428947291,0
1072,0.6314995285630819,0
1073,0.6329202244664052,0
1074,0.6343425166572603,0
1075,0.6357664051356471,0
1076,0.6371918899015658,0
1077,0.6386189709550159,0
1078,0.6400476482959983,0
1079,0.6414779219245125,0
1080,0.6429097918405585,0
1081,0.6443432580441363,0
1082,0.6457783205352454,0
1083,0.6472149793138869,0
1084,0.6486532343800603,0
1085,0.6500930857337655,0
1086,0.6515345333750024,0
1087,0.6529775773037706,0
1088,0.6544222175200712,0
1089,0.6558684540239037,0
1090,0.657316286815268,0
1091,0.658765715894164,0
1092,0.6602167412605914,0
1093,0.6616693629145511,0
1094,0.6631235808560427,0
1095,0.6645793950850661,0
1096,0.6660368056016213,0
1097,0.667495812405708,0
1098,0.6689564154973269,0
1099,0.6704186148764775,0
1100,0.67188241054316,0
1101,0.6733478024973744,0
1102,0.6748147907391199,0
1103,0.6762833752683979,0
1104,0.6777535560852077,0
1105,0.6792253331895494,0
1106,0.6806987065814224,0
1107,0.6821736762608275,0
1108,0.6836502422277646,0
1109,0.6851284044822334,0
1110,0.6866081630242342,0
1111,0.6880895178537664,0
1112,0.6895724689708307,0
1113,0.6910570163754268,0
1114,0.6925431600675549,0
1115,0.6940309000472148,0
1116,0.6955202363144061,0
1117,0.6970111688691294,0
1118,0.6985036977113848,0
1119,0.6999978228411718,0
1120,0.7014935442584909,0
1121,0.7029908619633413,0
1122,0.7044897759557237,0
1123,0.7059902862356382,0
1124,0.7074923928030844,0
1125,0.7089960956580625,0
1126,0.7105013948005721,0
1127,0.7120082902306136,0
1128,0.7135167819481872,0
1129,0.7150268699532926,0
1130,0.7165385542459298,0
1131,0.7180518348260985,0
1132,0.7195667116937992,0
1133,0.7210831848490319,0
1134,0.7226012542917963,0
1135,0.7241209200220927,0
1136,0.7256421820399205,0
1137,0.7271650403452803,0
1138,0.7286894949381721,0
1139,0.7302155458185957,0
1140,0.7317431929865512,0
1141,0.7332724364420381,0
1142,0.734803276185057,0
1143,0.7363357122156079,0
1144,0.7378697445336907,0
1145,0.7394053731393052,0
1146,0.7409425980324514,0
1147,0.7424814192131293,0
1148,0.7440218366813394,0
1149,0.7455638504370813,0
1150,0.7471074604803547,0
1151,0.7486526668111603,0
1152,0.7501994694294972,0
1153,0.7517478683353664,0
1154,0.7532978635287674,0
1155,0.7548494550097,0
1156,0.7564026427781646,0
1157,0.7579574268341607,0
1158,0.759513807177689,0
1159,0.7610717838087491,0
1160,0.7626313567273408,0
1161,0.7641925259334647,0
1162,0.7657552914271198,0
1163,0.7673196532083072,0
1164,0.7688856112770265,0
1165,0.7704531656332773,0
1166,0.7720223162770602,0
1167,0.7735930632083745,0
1168,0.775165406427221,0
1169,0.7767393459335994,0
1170,0.7783148817275094,0
1171,0.7798920138089513,0
1172,0.7814707421779248,0
1173,0.7830510668344304,0
1174,0.7846329877784679,0
1175,0.786216505010037,0
1176,0.7878016185291381,0
1177,0.7893883283357707,0
1178,0.7909766344299354,0
1179,0.792566536811632,0
1180,0.7941580354808602,0
1181,0.7957511304376205,0
1182,0.7973458216819121,0
1183,0.798942109213736,0
1184,0.8005399930330918,0
1185,0.802139473139979,0
1186,0.8037405495343984,0
1187,0.8053432222163491,0
1188,0.8069474911858322,0
1189,0.8085533564428468,0
1190,0.8101608179873935,0
1191,0.8117698758194719,0
1192,0.8133805299390818,0
1193,0.8149927803462239,0
1194,0.8166066270408977,0
1195,0.8182220700231034,0
1196,0.8198391092928411,0
1197,0.8214577448501102,0
1198,0.8230779766949116,0
1199,0.8246998048272441,0
1200,0.8263232292471091,0
1201,0.8279482499545058,0
1202,0.8295748669494342,0
1203,0.8312030802318945,0
1204,0.8328328898018863,0
1205,0.8344642956594103,0
1206,0.8360972978044661,0
1207,0.8377318962370536,0
1208,0.839368090957173,0
1209,0.841005881964824,0
1210,0.842645269260007,0
1211,0.8442862528427221,0
1212,0.8459288327129686,0
1213,0.8475730088707472,0
1214,0.8492187813160572,0
1215,0.8508661500488994,0
1216,0.8525151150692736,0
1217,0.8541656763771792,0
1218,0.8558178339726169,0
1219,0.8574715878555861,0
1220,0.8591269380260874,0
1221,0.8607838844841207,0
1222,0.8624424272296854,0
1223,0.8641025662627823,0
1224,0.8657643015834106,0
1225,0.867427633191571,0
1226,0.8690925610872633,0
1227,0.8707590852704873,0
1228,0.8724272057412428,0
1229,0.8740969224995306,0
1230,0.8757682355453502,0
1231,0.8774411448787016,0
1232,0.8791156504995846,0
1233,0.8807917524079993,0
1234,0.8824694506039462,0
